(1, 7)
(3, 7)
(4, 7)
(6, 7)
(4, 9)
(5, 9)
(3, 10)
(7, 10)
(2, 11)
(9, 11)
(1, 15)
(4, 15)
(7, 15)
(8, 15)
(11, 15)
(14, 15)
(3, 17)
(5, 17)
(6, 17)
(11, 17)
(12, 17)
(14, 17)
(7, 18)
(11, 18)
(3, 20)
(17, 20)
(2, 21)
(19, 21)
(1, 22)
(21, 22)
(5, 23)
(9, 23)
(14, 23)
(18, 23)
(3, 25)
(7, 25)
(18, 25)
(22, 25)
(3, 28)
(9, 28)
(13, 28)
(15, 28)
(19, 28)
(25, 28)
(2, 29)
(27, 29)
(3, 31)
(6, 31)
(7, 31)
(13, 31)
(18, 31)
(24, 31)
(25, 31)
(28, 31)
(13, 33)
(20, 33)
